,textID,text,label,label_text
15271,1c8f1e3718,My dog died today. We had her for 11 years. I miss her so much.,0,negative
5185,1beba1b31c,_lick sounds like you need a week of digital detox,1,neutral
8549,befa0ac78c,-was just told by Dan to NOT say anything anymore...  -now im super sad =(,0,negative
5242,c6734b51a7, and why can`t toy story come out this june,1,neutral
18514,c5a3f4ea96, Thanks! Funny cause it`s true!,2,positive
2092,d27b778eb4, that`s crazy why would anyone not follow you? Your tweets are so much fun,1,neutral
10207,fb92da35e1,EVERYBODY WELCOME !!!  Hello Nicole ;),2,positive
11948,69c7c3e3d7, thanx for the bday wishes ray,2,positive
187,bb6edcc1b8, Thank you.,2,positive
19071,6bd915d116,transferring 368558682 photos is annoying.. I want to watch Up,0,negative
19303,00ce50e664,got caught in the rain outside. now im cold bbbbrrrrrrrrr,1,neutral
1381,0abe62c2ee,is feeling so bored... i miss school time,0,negative
19480,4bf8205ece, hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,0,negative
8605,0342912a84, Why do you not respond me?,0,negative
15743,63264da974,is going out for dinner... just the two of us... niceeeee,2,positive
11528,da87056eef, CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.,1,neutral
15038,ae03ffe8fe, haha. that`s awesome. good job,2,positive
20328,92bfa5ecad," Yes, Koi for a few years now and they have had babies as well.  Biggest ones almost 2 ft long now and they all have names ..",1,neutral
8448,f0d97a3652, dude there is no sun here.,1,neutral
11390,d917b7bac0,Sinse i had dis thing..not 1 reply not 1 message. Nuffin! pshh who cares..i know im special  X,1,neutral
21880,d663086e9e, ... Yes.  That`s what I said.,1,neutral
7295,de8466bd62,Here at work having lunch. A lot of work and not enough help,0,negative
18619,3a93f65420, I`ll be thinking about how many goals United are going to knock past City. How `bout you?,1,neutral
8068,963555edfd, I`m thinking you deserve an award. A big shiny one.,2,positive
12935,43c06074fb," I think they`re really good, so that probably damns them to obscurity.",2,positive
9959,3671f267dc, I WANNA GO.,1,neutral
9764,674e212174,I think i may have found my next apartment. Just one downfall.,1,neutral
24,8076201701,"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is _stewart 4 real?",0,negative
3363,95d13c8c32,thinking i cant handle my life like this anymore... almost seems as if suicides the answer... unfortunately.,0,negative
1088,951960a629,I thought there was more Fanta in my can than there was,1,neutral
12866,2634d4c2f6," Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!",1,neutral
10886,19217693e4,i feel extremely depressed right now.,0,negative
11590,25edc7715c, i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,2,positive
21076,2528188a64,Finallyy done !! And done clean`n lay`n down time 4 bed.. goshh its 3 o`clock !! Lol nite nite twitta heads,1,neutral
10503,e891770f33, - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,0,negative
12306,703d8ea662, i`m getting this assignment done,1,neutral
17079,15e6ceb2eb,partying in the study room,1,neutral
15906,8a17af85f3,made a little cover for my iphone.  the birds aren`t upside down on the back  http://twitpic.com/67tp9 & http... http://bit.ly/FjeAm,1,neutral
11944,a9f9dcfbc6, bye selena!!! too bad i didnt get to talk to u while u were here,0,negative
6337,09ceb49173,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,0,negative
17611,e425654b2d, just checked library website and girl with dragon tattoo is checked out,1,neutral
18383,7c7767b8fe,moved the first load of stuff into `s garage for storage.. now for round two..   me and guys move into our new place on Monday!,1,neutral
276,06e3f466dc,"Right, I must be off to do some sewing. Bye x",1,neutral
12413,eda9b67235,Just saw Ghost of Girlfriends Past  it was actually really cute for a total chick flick. Mattew McConaughey is smexy,2,positive
3906,da765474e0, No html converter on there   Think we`re going with  http://bit.ly/3pJNC  `cause it took 5 min. to get working.,1,neutral
5845,991b0b54a1, I called but you didnt answer,1,neutral
21661,fd0645de02,In Seattle Washington....im SOOOOO hungry&i miss alaska,0,negative
1137,effd4c570e,moving 11 blocks up the street. goodbye hardwood floors,2,positive
18108,c67e8fb5f2,"im backkkk!!!!!!!! hungry as hell, havent ate today",0,negative
13324,8d484d4f89,at work booo....,0,negative
2490,9ccfba38b5, Ozzy isn`t following you yet,1,neutral
16165,b47d9a6f97,looking at this website!! should be working!!,2,positive
7742,d0fa123458,had one of the greatest days ever! spent the whole day with besties & celebrated installs with the friends i love oh so much  <3,2,positive
14482,9675c21902,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,1,neutral
13127,eb3302e1b2, HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up,1,neutral
3935,0f29b07b6b, your **** miss you!!!!,0,negative
15072,0884900b33,ONLINE!,1,neutral
2384,41fded8d64, lol  I`m sure it would be the most kick azz version we`ve ever heard!,2,positive
8016,09df2b2855,Oh no adult school again,0,negative
7084,5b061067cd,"Supernatural was mega good  Now I`m off to bed, urgh long day of school tomorrow x",1,neutral
16499,2b089cc68e,Red Rock for lunch with Colin.  and  couldn`t come.  IPA Junior freshly made! Yum yum yum.,2,positive
1863,e9b989afae,Search Ryan Carera & Josh Kelley  They`re really good,2,positive
15688,aa6095010e,Sickkkk  ....and I need 11/20--NOW.,0,negative
364,d845ed6f85, congratulation  about the icehockey victory against switzerland..,2,positive
9094,c1b06a72df, haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...,2,positive
19251,00fe74d2e4, haha that`s way cool! Good morning,2,positive
18354,782cf9f227," Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",1,neutral
3802,c70fe26447,_emo_zac and a good morning from france to my zaccie,2,positive
15309,dd35a56813,Found some great places but I might have to play it safer and wait 2 years till my car is paid off,1,neutral
3536,232276285c," yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",1,neutral
3825,d423fe1be8,Computer is packed away. There goes my life. Right into a cardboard box.,0,negative
6642,044d652e38,sheboygan / teekay / other kids / fight / angus / ryan / mall / mcdonalds / high / party / beer pong / drink / drive home. fun night,2,positive
20490,da3ec8cf49,loves my new twitter background...my two heros...wichita and kraussey!  haha,2,positive
12991,bb9c4a0aa5,"_Watson I can`t this weekend, sorry  And Steph is working.",0,negative
18330,4391b14eae,10 25 Am Still waiting on the doc to come and break my water.,1,neutral
21185,f878b148c4," Hahaha...gutted !! it`s his birthday soon,so he`ll have to wait until then. haha",1,neutral
13527,1794111db0, are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,2,positive
7269,17053f153c,Going home. Hope one of you out there saw the play.,2,positive
19474,71705f4bfc, DO NOT DO IT  I`ve seen enough  movies to 'know' that something terrible will happen... LOL,0,negative
7929,e538779c55,  Sorry to hear that.,0,negative
12982,734ab2cf0d,Bottle of reisling this time... My favorite!,2,positive
7166,e7c2fdcdce," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad.",0,negative
12869,82d99a5bec,painting,1,neutral
5867,610835129a,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",0,negative
4761,f97d20c990,"http://twitpic.com/61ov1 -   i ahte stress, its supposed to be friday! it makes me wanna cry",0,negative
882,1a447d48e7,wants to cool down,2,positive
13893,1d5a6fd0b9, MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,1,neutral
20397,2867546760, if only that was really my job title,1,neutral
557,bf66ea6dac,its getting really windy out there,1,neutral
1960,999d9eb8aa, http://twitpic.com/66y00 - Niceee  Hey i never get stickersss,1,neutral
13331,0d671185f5,Goodmorning yall! I woke up to early,2,positive
1207,646a2866e0, I`ll believe it when I see it,2,positive
7684,cf68fcbbce, very cool,1,neutral
16859,dc551c7f49," it`s ok.  I`ll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",1,neutral
12021,828bc045fc,_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,1,neutral
10485,bfffab519e,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,1,neutral
3630,de40356564,got my car back and excited/sad for the going away party I`m attending tonight. Dani is going back to Brazil...,1,neutral
1708,dce4480092," And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p",1,neutral
1140,f1bfd686e8," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",2,positive
6207,3dab5c659c,Has finally found her new flat.,1,neutral
20211,7672fcfcd5,Travel blog up and running!  http://charlenedianetravels.blogspot.com Can`t wait to start filling it up with entries! ),2,positive
19374,2bd4f0bd2d,Wanting to go out... apparently no ones available!,1,neutral
2660,fa2654e730,Chilliin,2,positive
14852,55e361033a,  It should take you back to colorado where you belong,1,neutral
1307,231cbd5800, why you come down in sept? that`s when i start school,1,neutral
16212,ff4ff1538e,"Well I guess I`m not heading out to LA this weekend, Doubt I`ll get to go to the PS Blog Meet and Greet",1,neutral
12452,9590e14088, that sucks!  how old are you actually?,0,negative
6905,2719c30870, ME TOO! please come online *-* hope you`ve had an amazing weekend,2,positive
11927,5279dfce2e, Thanks! (followed me back),2,positive
14072,6eef9402ec,and because I wasn`t having a bad enough time last night my body decided it wanted to be sick,0,negative
9429,ccad855a31,I need a haircut. I should not be able to pull my hair into a ponytail.,1,neutral
2151,88c65a135c,"It`s Happy Star Wars Day, LOL.  May the force be strong with you all.",2,positive
19964,47171c0951,Ugh. Kinda bored.,0,negative
13283,e5b8fcfea8, Erm yeah watch as it sways and collapses into the river below lol.  Next time you are here we shall have to drag you there,0,negative
5004,3e49b93467," Awww. Don`t mean to sound like an overgrown age 37 baby, but I`m still stick. Not as bad as yesterday, but still bad.",0,negative
15996,7f91178253, Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!,2,positive
1627,53010c786e,_ I had curry shrimp yesterday lol I love seafood,2,positive
9714,6fe3b3caed, Actually maybe not - it`s sold out for Sat lunch,1,neutral
358,f6a37fcf1c,We`re not gonna be able to talk again,0,negative
138,191026b892,"  great pic,have to upload my pix tomo,I`ve no laptop tonight.",2,positive
8491,85eff5452d,People are just pisssing me offf. Ugh,0,negative
16766,bd9b81f98b, Thats on Fox isnt it? Never watched it,1,neutral
11181,3c50ececed,why does my life suck?,0,negative
340,b9564322fc," Im Duong in VietNam. Where r u from? I`m 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",1,neutral
4857,22f885f1b1,"So I played this game , yeahhhhh I lost  I`m inlove ughh....really cause I`m such a fool.",0,negative
17823,cdcbcb989b,Right all strapped in and ready to go   http://twitpic.com/4jloj,1,neutral
9569,468b447bba,Been helping ex-student with Uni assignment via Skype .... gotta love a connected world. Now sudying `game design`. Even better.,2,positive
13865,b4721d9e0a, But can you breathe OK?,1,neutral
17330,c27cdfd057, haha... sorry  she should be in the whole like two people  follows,0,negative
10582,37da1cbb47,  follow?,1,neutral
5498,1603b52ea8,"What I would have done with legless stillborn spaniels, no idea. BUT I WAS SAD, so now, 20yrs later, strawberries = dead puppies.",0,negative
8556,55b3fcc26b,"I have drunk hickups. I had a pretty laid back, great night. But I still can`t help but be mad about the situation I put myself in",1,neutral
10913,467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",0,negative
1932,aa05fe6808, Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!,1,neutral
2352,33a7cf9749," and : Aww, thank you!  I love you girls<333333",2,positive
15848,bc1a5c7990, So you`re the reason I can`t get a BoC,0,negative
3236,417f0534e5, LMAAAOOOOO that is horrible. Poor thing,0,negative
12355,2c09848db1,I think Destiny has officially gone crazy... hahahaha,2,positive
9493,35720a5a52,Seeing lots of my FB friends are friending or becoming fans of Zoozoo (Voda`s new face after the pug). Even iLike,1,neutral
20031,c94a85a39d,   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,1,neutral
3807,55f9d3b9cb, that`s how it is supposed to be and sometimes we get too busy to recognize that but always family after God,1,neutral
1936,940d30d05d,I`m at the cubs game and it is so cold. I think its going to rain.,1,neutral
5619,603f1a72c9,"And figuring out how to watch Middlesbrough games next year, after the dreaded drop.",1,neutral
14973,bfe8f0ab98, i canï¿½t choose one  i love all the songs on LV&TT;bt if u like... Read More: http://is.gd/JkVF,2,positive
